sid,name,cname
sz002707,众信旅游,酒店旅游
sz300144,宋城演艺,酒店旅游
sz300178,腾邦国际,酒店旅游
sh600217,秦岭水泥,水泥行业
sh600318,新力金融,水泥行业
sh600425,青松建化,水泥行业
sh600449,宁夏建材,水泥行业
sh600539,狮头股份,水泥行业
sh600585,海螺水泥,水泥行业
sh600668,尖峰集团,水泥行业
sh600678,四川金顶,水泥行业
sh600720,祁连山,水泥行业
sh600801,华新水泥,水泥行业
sh600802,福建水泥,水泥行业
sh600881,亚泰集团,水泥行业
sh600883,博闻科技,水泥行业
sh601992,金隅股份,水泥行业
sz000401,冀东水泥,水泥行业
sz000546,金圆股份,水泥行业
sz000672,上峰水泥,水泥行业
sz000789,万年青,水泥行业
sz000877,天山股份,水泥行业
sz000885,同力水泥,水泥行业
sz000935,四川双马,水泥行业
sz002233,塔牌集团,水泥行业
sz002302,西部建设,水泥行业
sz002346,柘中股份,水泥行业
sz002619,巨龙管业,水泥行业
sh600058,五矿发展,物资外贸
sh600120,浙江东方,物资外贸
sh600128,弘业股份,物资外贸
sh600153,建发股份,物资外贸
sh600241,时代万恒,物资外贸
sh600250,南纺股份,物资外贸
sh600278,东方创业,物资外贸
sh600287,江苏舜天,物资外贸
sh600382,广东明珠,物资外贸
sh600500,中化国际,物资外贸
sh600605,汇通能源,物资外贸
sh600704,物产中大,物资外贸
sh600739,辽宁成大,物资外贸
sh600755,厦门国贸,物资外贸
sh600822,上海物贸,物资外贸
sh600826,兰生股份,物资外贸
sh600981,汇鸿集团,物资外贸
sz000151,中成股份,物资外贸
sz000626,如意集团,物资外贸
sz002091,江苏国泰,物资外贸
sh600099,林海股份,摩托车
sh600877,中国嘉陵,摩托车
sh601777,力帆股份,摩托车
sh603766,隆鑫通用,摩托车
sz001696,宗申动力,摩托车
sh600210,紫江企业,印刷包装
sh600836,界龙实业,印刷包装
sh600880,博瑞传播,印刷包装
sh601515,东风股份,印刷包装
sh603729,龙韵股份,印刷包装
sz000659,珠海中富,印刷包装
sz000673,当代东方,印刷包装
sz000812,陕西金叶,印刷包装
sz002117,东港股份,印刷包装
sz002191,劲嘉股份,印刷包装
sz002228,合兴包装,印刷包装
sz002229,鸿博股份,印刷包装
sz002374,丽鹏股份,印刷包装
sz002400,省广股份,印刷包装
sz002599,盛通股份,印刷包装
sz002701,奥瑞金,印刷包装
sz002752,昇兴股份,印刷包装
sz300057,万顺股份,印刷包装
sz300058,蓝色光标,印刷包装
sz300071,华谊嘉信,印刷包装
sh600060,海信电器,家电行业
sh600261,阳光照明,家电行业
sh600336,澳柯玛,家电行业
sh600690,青岛海尔,家电行业
sh600839,四川长虹,家电行业
sh600854,春兰股份,家电行业
sh600870,厦华电子,家电行业
sh600983,惠而浦,家电行业
sh603366,日出东方,家电行业
sh603519,立霸股份,家电行业
sz000016,深康佳Ａ,家电行业
sz000100,"TCL 集团",家电行业
sz000333,美的集团,家电行业
sz000418,小天鹅Ａ,家电行业
sz000521,美菱电器,家电行业
sz000533,"万 家 乐",家电行业
sz000541,佛山照明,家电行业
sz000651,格力电器,家电行业
sz000921,海信科龙,家电行业
sz002005,德豪润达,家电行业
sz002032,"苏 泊 尔",家电行业
sz002035,华帝股份,家电行业
sz002076,"雪 莱 特",家电行业
sz002242,九阳股份,家电行业
sz002260,德奥通航,家电行业
sz002290,禾盛新材,家电行业
sz002403,爱仕达,家电行业
sz002429,兆驰股份,家电行业
sz002473,圣莱达,家电行业
sz002508,老板电器,家电行业
sz002543,万和电气,家电行业
sz002668,奥马电器,家电行业
sz002677,浙江美大,家电行业
sz002681,奋达科技,家电行业
sz002705,新宝股份,家电行业
sz002723,金莱特,家电行业
