sid,name,area
sz000428,华天酒店,湖南
sh600599,熊猫金控,湖南
sz002549,凯美特气,湖南
sz300015,爱尔眼科,湖南
sh600476,湘邮科技,湖南
sh600031,三一重工,湖南
sz000819,岳阳兴长,湖南
sz000908,景峰医药,湖南
sz002505,大康牧业,湖南
sz000748,长城信息,湖南
sz002761,多喜爱,湖南
sz002716,金贵银业,湖南
sh603883,老百姓,湖南
sh600698,湖南天雁,湖南
sz300358,楚天科技,湖南
sz000419,通程控股,湖南
sz002297,博云新材,湖南
sz300148,天舟文化,湖南
sz300267,尔康制药,湖南
sz002097,山河智能,湖南
sz000548,湖南投资,湖南
sz002452,长高集团,湖南
sz000590,启迪古汉,湖南
sz002096,南岭民爆,湖南
sz002125,湘潭电化,湖南
sh600479,千金药业,湖南
sh600257,大湖股份,湖南
sz002661,克明面业,湖南
sz300216,千山药机,湖南
sz000998,隆平高科,湖南
sz300490,华自科技,湖南
sh603998,方盛制药,湖南
sh600969,郴电国际,湖南
sz002251,"步 步 高",湖南
sz300298,三诺生物,湖南
sz002155,湖南黄金,湖南
sh600975,新五丰,湖南
sz000906,物产中拓,湖南
sz000917,电广传媒,湖南
sh601901,方正证券,湖南
sh600744,华银电力,湖南
sz300345,红宇新材,湖南
sz002533,金杯电工,湖南
sz300338,开元仪器,湖南
sz000989,"九 芝 堂",湖南
sz000722,湖南发展,湖南
sh600127,金健米业,湖南
sz300474,景嘉微,湖南
sz000900,现代投资,湖南
sh600961,株冶集团,湖南
sh603989,艾华集团,湖南
sz300413,快乐购,湖南
sh600478,科力远,湖南
sz000430,张家界,湖南
sz000932,华菱钢铁,湖南
sh600458,时代新材,湖南
sz002277,友阿股份,湖南
sz300123,太阳鸟,湖南
sz002397,梦洁家纺,湖南
sh600416,湘电股份,湖南
sz002650,加加食品,湖南
sh600963,岳阳林纸,湖南
sz000519,江南红箭,湖南
sz002113,天润控股,湖南
sz000702,正虹科技,湖南
sh603939,益丰药房,湖南
sz002772,众兴菌业,甘肃
sz002145,中核钛白,甘肃
sh600720,祁连山,甘肃
sh600192,长城电工,甘肃
sh600108,亚盛集团,甘肃
sz000552,靖远煤电,甘肃
sz300084,海默科技,甘肃
sz000981,银亿股份,甘肃
sz000791,甘肃电投,甘肃
sh600516,方大炭素,甘肃
sz000929,兰州黄河,甘肃
sh603999,读者传媒,甘肃
sh601798,蓝科高新,甘肃
sh600354,敦煌种业,甘肃
sh600687,刚泰控股,甘肃
sh603169,兰石重装,甘肃
sz000779,三毛派神,甘肃
sh603919,金徽酒,甘肃
sh600307,酒钢宏兴,甘肃
sz000672,上峰水泥,甘肃
sz002219,恒康医疗,甘肃
sz300021,大禹节水,甘肃
sz002185,华天科技,甘肃
sh600311,荣华实业,甘肃
sh600543,莫高股份,甘肃
sh600738,兰州民百,甘肃
sz002644,佛慈制药,甘肃
sz000671,"阳 光 城",福建
sz000701,厦门信达,福建
sz002110,三钢闽光,福建
sh603306,华懋科技,福建
sz002626,金达威,福建
sz002578,闽发铝业,福建
sz300198,纳川股份,福建
sz300132,青松股份,福建
sz002264,"新 华 都",福建
sz002752,昇兴股份,福建
sz002222,福晶科技,福建
sz002102,冠福股份,福建
sz000997,"新 大 陆",福建
sz300051,三五互联,福建
sz000547,航天发展,福建
sh600815,厦工股份,福建
sz002396,星网锐捷,福建
sz000663,永安林业,福建
sz002593,日上集团,福建
sh600549,厦门钨业,福建
sz000753,漳州发展,福建
sz002785,万里石,福建
sh601933,永辉超市,福建
sz002679,福建金森,福建
sz000632,三木集团,福建
sz300096,易联众,福建
sh603555,贵人鸟,福建
sz000536,华映科技,福建
sh600563,法拉电子,福建
sz000732,泰禾集团,福建
sz000797,中国武夷,福建
sh600057,象屿股份,福建
sz002093,国脉科技,福建
sh601899,紫金矿业,福建
sh603696,安记食品,福建
sz002098,浔兴股份,福建
sh600067,冠城大通,福建
sh600660,福耀玻璃,福建
sh600870,厦华电子,福建
sh600203,福日电子,福建
sz002702,海欣食品,福建
sz300341,麦迪电气,福建
sh600483,福能股份,福建
sz000993,闽东电力,福建
sh600163,中闽能源,福建
sz002417,三元达,福建
sh601166,兴业银行,福建
sh600493,凤竹纺织,福建
sz002729,好利来,福建
sz000526,银润投资,福建
sh603636,南威软件,福建
sh600573,惠泉啤酒,福建
sh600802,福建水泥,福建
sz002639,雪人股份,福建
sz300174,元力股份,福建
sz002335,科华恒盛,福建
sh600033,福建高速,福建
sz002674,兴业科技,福建
sz000905,厦门港务,福建
sz002788,鹭燕医药,福建
sh600388,龙净环保,福建
sz300102,乾照光电,福建
sz002529,海源机械,福建
sh600693,东百集团,福建
sh600711,盛屯矿业,福建
sz002229,鸿博股份,福建
sz002070,众和股份,福建
sz002300,太阳电缆,福建
sh600755,厦门国贸,福建
sh601377,兴业证券,福建
sh600436,片仔癀,福建
sz300299,富春通信,福建
sz002682,龙洲股份,福建
sz002029,"七 匹 狼",福建
sz000592,平潭发展,福建
sz002299,圣农发展,福建
sz002235,安妮股份,福建
sz002614,蒙发利,福建
sz300188,美亚柏科,福建
sz300062,中能电气,福建
sh600686,金龙汽车,福建
sz300436,广生堂,福建
sh600103,青山纸业,福建
sz002790,瑞尔特,福建
sz002228,合兴包装,福建
sh600153,建发股份,福建
sh601566,九牧王,福建
sh603686,龙马环卫,福建
sh600734,实达集团,福建
sh600592,龙溪股份,福建
sz002474,榕基软件,福建
sh603678,火炬电子,福建
sz002517,恺英网络,福建
sz002509,天广消防,福建
sh600897,厦门空港,福建
sz300056,三维丝,福建
sz300427,红相电力,福建
sz002398,建研集团,福建
sz002174,游族网络,福建
sh600773,西藏城投,西藏
sz000762,西藏矿业,西藏
sh600211,西藏药业,西藏
sz002287,奇正藏药,西藏
sh600749,西藏旅游,西藏
sh600338,西藏珠峰,西藏
sh600326,西藏天路,西藏
sz002653,海思科,西藏
sh601020,华钰矿业,西藏
sz000752,西藏发展,西藏
sh600873,梅花生物,西藏
sh603669,灵康药业,西藏
sz002424,贵州百灵,贵州
sh600765,中航重机,贵州
sh600594,益佰制药,贵州
sh600112,天成控股,贵州
sh600992,贵绳股份,贵州
sh600523,贵航股份,贵州
sz000920,南方汇通,贵州
sz002039,黔源电力,贵州
sz000589,黔轮胎Ａ,贵州
sz002390,信邦制药,贵州
sz000851,高鸿股份,贵州
sh600367,红星发展,贵州
sz002037,久联发展,贵州
sz000540,中天城投,贵州
sz000733,振华科技,贵州
sz002025,航天电器,贵州
sh600227,赤天化,贵州
sh600395,盘江股份,贵州
sh600519,贵州茅台,贵州
sz300288,朗玛信息,贵州
sz300405,科隆精化,辽宁
sz300202,聚龙股份,辽宁
sz000059,华锦股份,辽宁
sz002689,远大智能,辽宁
sh603399,新华龙,辽宁
sz002731,萃华珠宝,辽宁
sh600233,大杨创世,辽宁
sh603609,XD禾丰牧,辽宁
sh600593,大连圣亚,辽宁
sz000616,海航投资,辽宁
sh600396,金山股份,辽宁
sh600719,大连热电,辽宁
sz000898,鞍钢股份,辽宁
sh600739,辽宁成大,辽宁
sz300473,德尔股份,辽宁
sz300082,奥克股份,辽宁
sh600125,铁龙物流,辽宁
sz000715,中兴商业,辽宁
sz002204,大连重工,辽宁
sh600715,文投控股,辽宁
sh603866,桃李面包,辽宁
sh600795,国电电力,辽宁
sz000751,锌业股份,辽宁
sh600241,时代万恒,辽宁
sz000692,惠天热电,辽宁
sz000809,铁岭新城,辽宁
sz000585,东北电气,辽宁
sz002487,大金重工,辽宁
sh600167,联美控股,辽宁
sh600231,凌钢股份,辽宁
sh600303,曙光股份,辽宁
sz000410,沈阳机床,辽宁
sh600297,广汇汽车,辽宁
sh603315,福鞍股份,辽宁
sh600718,东软集团,辽宁
sz300024,机器人,辽宁
sh600694,大商股份,辽宁
sz000881,大连国际,辽宁
sz000597,东北制药,辽宁
sh600609,金杯汽车,辽宁
sz000698,沈阳化工,辽宁
sz000530,大冷股份,辽宁
sh600317,营口港,辽宁
sh601999,出版传媒,辽宁
sz000820,金城股份,辽宁
sz300293,蓝英装备,辽宁
sh600747,大连控股,辽宁
sh600190,锦州港,辽宁
sz002621,三垒股份,辽宁
sz002606,大连电瓷,辽宁
sz000761,本钢板材,辽宁
sz002231,奥维通信,辽宁
sh601880,大连港,辽宁
sh603318,派思股份,辽宁
sz300210,森远股份,辽宁
sz000679,大连友谊,辽宁
sz002447,壹桥海参,辽宁
sh600758,红阳能源,辽宁
sz002354,天神娱乐,辽宁
sz300125,易世达,辽宁
sz000638,万方发展,辽宁
sz300290,荣科科技,辽宁
sz300372,欣泰电气,辽宁
sh600399,抚顺特钢,辽宁
sz002123,荣信股份,辽宁
sz002667,鞍重股份,辽宁
sz300097,智云股份,辽宁
sz002220,天宝股份,辽宁
sz000818,方大化工,辽宁
sh601005,重庆钢铁,重庆
sz000514,"渝 开 发",重庆
sz002507,涪陵榨菜,重庆
sh603766,隆鑫通用,重庆
sh600877,中国嘉陵,重庆
sh601777,力帆股份,重庆
sz002742,三圣特材,重庆
sh601965,中国汽研,重庆
sz300122,智飞生物,重庆
sh600729,重庆百货,重庆
sz002558,世纪游轮,重庆
sz002765,蓝黛传动,重庆
sz001696,宗申动力,重庆
sh600292,远达环保,重庆
sz000591,太阳能,重庆
sz000565,渝三峡Ａ,重庆
sz300194,福安药业,重庆
sz300006,莱美药业,重庆
sh600452,涪陵电力,重庆
sh600565,迪马股份,重庆
sz000656,金科股份,重庆
sh600369,西南证券,重庆
sh600279,重庆港九,重庆
sh600132,重庆啤酒,重庆
sz000736,中房地产,重庆
sh600666,奥瑞德,重庆
sh600106,重庆路桥,重庆
sh603100,川仪股份,重庆
sz000688,建新矿业,重庆
sh600917,重庆燃气,重庆
sz300363,博腾股份,重庆
sz000892,星美联合,重庆
sz000625,长安汽车,重庆
sz300275,梅安森,重庆
sh600847,万里股份,重庆
sh600129,太极集团,重庆
sz002004,华邦健康,重庆
sh600116,三峡水利,重庆
sz000788,北大医药,重庆
sh603601,再升科技,重庆
sh601158,重庆水务,重庆
sh600706,曲江文旅,陕西
sh601179,中国西电,陕西
sz000768,中航飞机,陕西
sz000564,西安民生,陕西
sz000697,炼石有色,陕西
sh600302,标准股份,陕西
sh601225,陕西煤业,陕西
sh600217,秦岭水泥,陕西
sz000561,烽火电子,陕西
sh600893,中航动力,陕西
sz300140,启源装备,陕西
sh601958,金钼股份,陕西
sh601012,隆基股份,陕西
sz000837,秦川机床,陕西
sz300164,通源石油,陕西
sh600455,博通股份,陕西
sh600248,延长化建,陕西
sz300023,宝德股份,陕西
sz300397,天和防务,陕西
sh600831,广电网络,陕西
sz000516,国际医学,陕西
sz000610,西安旅游,陕西
sz000563,陕国投Ａ,陕西
sh600984,建设机械,陕西
sz000796,凯撒旅游,陕西
sz300103,达刚路机,陕西
sz002149,西部材料,陕西
sz300116,坚瑞消防,陕西
sz000721,西安饮食,陕西
sh600707,彩虹股份,陕西
sh600456,宝钛股份,陕西
sz002673,西部证券,陕西
sz000812,陕西金叶,陕西
sz300487,蓝晓科技,陕西
sh600379,宝光股份,陕西
sh601015,陕西黑猫,陕西
sz300114,中航电测,陕西
sz002267,陕天然气,陕西
sh601369,陕鼓动力,陕西
sh600080,金花股份,陕西
sh600343,航天动力,陕西
sh600243,青海华鼎,青海
sh600869,智慧能源,青海
sh600381,青海春天,青海
sz000792,盐湖股份,青海
sh601168,西部矿业,青海
sh600117,西宁特钢,青海
sh600714,金瑞矿业,青海
sh600771,广誉远,青海
sz002646,青青稞酒,青海
sh600829,人民同泰,黑龙江
sz000711,京蓝科技,黑龙江
sh601188,龙江交通,黑龙江
sz000985,大庆华科,黑龙江
sh600356,恒丰纸业,黑龙江
sh600864,哈投股份,黑龙江
sz002698,博实股份,黑龙江
sh601106,中国一重,黑龙江
sz300040,九洲电气,黑龙江
sh600664,哈药股份,黑龙江
sh600705,中航资本,黑龙江
sz300489,中飞股份,黑龙江
sz000587,金洲慈航,黑龙江
sz002437,誉衡药业,黑龙江
sh600726,华电能源,黑龙江
sh600178,东安动力,黑龙江
sh600891,秋林集团,黑龙江
sh600202,哈空调,黑龙江
sh603567,珍宝岛,黑龙江
sh600811,东方集团,黑龙江
sh603023,威帝股份,黑龙江
sh600853,龙建股份,黑龙江
sh600038,中直股份,黑龙江
sh600598,北大荒,黑龙江
sh600289,亿阳信通,黑龙江
sh601011,宝泰隆,黑龙江
sz002737,葵花药业,黑龙江
sh600182,S佳通,黑龙江
sh600371,万向德农,黑龙江
sh600187,国中水务,黑龙江
sz000922,佳电股份,黑龙江
sh600095,哈高科,黑龙江
sz000901,航天科技,黑龙江
